,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
564,23726,,Powder Flask,Powder flask,"Leather, ivory, textile",Firearms Accessories-Flasks & Primers,Arms and Armor,Japanese,,ca. 1615–1868,1
565,21852,,Blade and Mounting for a Dagger (Tantō),Blade and mounting for a dagger (Tantō),"Steel, wood, lacquer, ivory, gold, tin, copper",Daggers,Arms and Armor,Japanese,,"blade, 19th century; mounting, mid–late 19th century",1
566,22057,https://images.metmuseum.org/CRDImages/aa/web-large/1258.jpg,Saddle (Kura),Saddle (Kura),"Wood, ivory, horn (stag), lacquer",Equestrian Equipment-Saddles,Arms and Armor,Japanese,,early 18th century,1
567,104667,,Fan,Fan,"ivory, silk",,Costume Institute,American or European,,1890s,1
568,104673,https://images.metmuseum.org/CRDImages/ci/web-large/1990.47.3.jpg,Brisé fan,Brisé fan,"silk, ivory, feathers, metal",,Costume Institute,American or European,,1860–70,1
569,104666,,Fan,Fan,"ivory, silk, metal",,Costume Institute,American or European,,1910–15,1
570,103852,,Parasol,Parasol,"silk, lace, ivory, metal",,Costume Institute,French,,1890–99,1
571,101171,https://images.metmuseum.org/CRDImages/ci/web-large/CIX62.5.13_F1.jpg,Fan,Fan,"ivory, silk",,Costume Institute,French,,late 18th century,1
572,102266,https://images.metmuseum.org/CRDImages/ci/web-large/49.32.27_d2.jpg,Parasol,Parasol,"silk, ivory",,Costume Institute,French,,mid-19th century,1
573,114706,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.358–.360.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1850,1
574,114732,"https://images.metmuseum.org/CRDImages/ci/web-large/51.47.9, .10, .12–.28.jpg",Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
575,114715,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.396–.399.jpg,Button,Button,"ivory, tortoise shell, mother-of-pearl",,Costume Institute,Japanese,,ca. 1850,1
576,114705,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.356–.357.jpg,Button,Button,ivory,,Costume Institute,French,,ca. 1850,1
577,114737,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.59–.78.jpg,Button,Button,"ivory, metal",,Costume Institute,French,,ca. 1775,1
578,114716,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.400.jpg,Button,Button,"ivory, hawthorne, mother-of-pearl, coral",,Costume Institute,Japanese,,ca. 1850,1
579,114708,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.363–.365.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1850,1
580,115311,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.755–.774.jpg,Button,Button,"ivory, rhinestones, metal",,Costume Institute,French,,1850–80,1
581,115312,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.775–.780.jpg,Button,Button,"ivory, rhinestones, metal",,Costume Institute,French,,1775,1
582,114707,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.361–.362.jpg,Button,Button,ivory,,Costume Institute,French,,ca. 1860,1
583,114731,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.5–.7.jpg,Button,Button,"metal, ivory",,Costume Institute,Italian,,ca. 1780,1
584,107567,https://images.metmuseum.org/CRDImages/ci/web-large/1989.246.18.jpg,Fan,Fan,"ivory, silk, metal",,Costume Institute,American,,1886,1
585,114366,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.54.jpg,Button,Button,"metal, ivory, glass, rubies, diamonds",,Costume Institute,French,,ca. 1820,1
586,114375,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.106–.111.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
587,114374,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.100–.105.jpg,Button,Button,"ivory, glass",,Costume Institute,probably European,,ca. 1775,1
588,114381,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.131–.132.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
589,114367,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.55–.60.jpg,Button,Button,"ivory, metal, strass",,Costume Institute,French,,ca. 1775,1
590,114373,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.94–.99.jpg,Button,Button,"ivory, glass, metal, strass",,Costume Institute,French,,ca. 1770,1
591,114369,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.64–.69.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1780,1
592,114364,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.45–.47.jpg,Button,Button,"ivory, mica, glass",,Costume Institute,French,,ca. 1770,1
593,114377,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.115–.118.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1770,1
594,114379,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.123–.127.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
595,114370,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.70–.75.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
596,114368,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.61–.63.jpg,Button,Button,"ivory, metal, strass",,Costume Institute,French,,ca. 1775,1
597,114365,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.48–.53.jpg,Button,Button,"ivory, metal, diamond",,Costume Institute,French,,ca. 1785,1
598,114399,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.234.jpg,Button,Button,"ivory, metal, glass",,Costume Institute,French,,ca. 1775,1
599,114389,https://images.metmuseum.org/CRDImages/ci/web-large/50.231.187–.192.jpg,Button,Button,"enamel, ivory",,Costume Institute,British,,ca. 1770,1
600,110221,,Fan,Fan,"ivory or bone, silk, plastic",,Costume Institute,American or European,,1910–25,1
601,110245,https://images.metmuseum.org/CRDImages/ci/web-large/1981.380.17.jpg,Bracelet,Bracelet,"steel, ivory (probably)",,Costume Institute,probably American,,mid-19th century,1
602,310536,,Hunting Charm,Charm,"Ivory, fossilized",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,19th century (?),1
603,310557,,Muskrat Hook,Hook,Bone,Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwakwaka’wakw (Kwakiutl),,19th century (?),1
604,310587,https://images.metmuseum.org/CRDImages/ao/web-large/1978.412.135.jpg,Dart Socket,Dart socket,Ivory,Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Punuk,,10th century,1
605,310586,https://images.metmuseum.org/CRDImages/ao/web-large/1978.412.134.jpg,Harpoon Head,Harpoon head (dart ?),Ivory,Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Aleutian Islands (?),,10th century,1
606,310559,,Walrus Toggle,Toggle,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Inuit,,20th century,1
607,310558,,Otter Button,Button,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Inuit,,20th century,1
608,310489,,Bear Head Toggle,Toggle,Ivory,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Inuit,,19th–20th century,1
609,310247,,Bear,Bear figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
610,310255,https://images.metmuseum.org/CRDImages/ao/web-large/1977.165.2.jpg,Harpoon Head,Harpoon head,Ivory (walrus),Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Old Bering Sea,,4th century,1
611,312655,,Mask,Mask,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
612,313096,,Seal Toggle,Toggle,Ivory,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Inuit,,19th–20th century,1
613,313835,,Nose Ornament (Maka [?]),Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
614,313859,,Mask,Mask,"Bone, conus shells, nassa shells, cassowary feathers, fiber",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Adjora or Aion,,early to mid-20th century,1
615,312881,,Relief Carved Bone,Jawbone,Bone,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Mixtec,,13th–15th century,1
616,312882,https://images.metmuseum.org/CRDImages/ao/web-large/DP23086.jpg,Figure,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Old Bering Sea,,150 B.C.–A.D. 100,1
617,312903,,Bowl,Bowl,Horn,Bone/Ivory-Containers,The Michael C. Rockefeller Wing,Tlingit,,19th century,1
618,321357,,Sword Handle,Sword handle,"Antler, fiber, resin",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–early 20th century,1
619,321358,,Sword Handle,Sword handle,Antler,Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–early 20th century,1
620,321353,,Sword Handle,Sword handle,"Antler, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–20th century,1
621,321354,,Sword Handle,Sword handle,"Antler, fiber, resin",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–20th century,1
622,321355,,Sword Handle,Sword handle,"Antler, fiber, resin",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–20th century,1
623,321356,,Sword Handle,Sword handle,"Antler, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–early 20th century,1
624,321359,,Sword Handle,Sword handle,"Antler, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Dayak people,,Late 19th–early 20th century,1
625,312454,,Bwami Figure: Zoomorphic,Zoomorphic figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Lega peoples,,19th–20th century,1
626,316867,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.42_a.jpg,Incised Bone Balance Beam,Balance beam,"Bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Peruvian,,10th–16th century (?),1
627,317961,,Ear Ornaments,Ear ornament,"Hornbill ivory, metal, shell",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Ilongot people,,late 19th–early 20th century,1
628,318053,,Bracelet,Bracelet,"Teeth, fiber",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Philippines (?),,late 19th–early 20th century,1
629,318052,,Bracelet,Bracelet,"Teeth, fiber",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Philippines (?),,late 19th–early 20th century,1
630,318051,,Bracelet or Armband,Bracelet,"Teeth, fiber",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Philippines (?),,late 19th–early 20th century,1
631,318031,,Sandal Pair,Sandal,"Wood, ivory",Wood-Ornaments,The Michael C. Rockefeller Wing,Tanzania,,late 20th century,1
632,311270,,Dagger and Sheath,Dagger and sheath,"Cassowary bone, cassowary skin and feathers, seeds, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
633,311288,,Nose Ornament,Nose ornament,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
634,311286,,Nose Ornament (Maka [?]),Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
635,311287,,Nose Ornament (Maka [?]),Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
636,311289,,Nose Ornament,Nose ornament,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
637,311275,,Ancestor skull,Skull,"Human skull, feathers, seeds, fiber, wood",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
638,311992,,Arm Ornament,Ornament,"Bone, pigment",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Abelam people,,late 19th–early 20th century,1
639,311915,,Ornament,Ornament,"Hornbill beak, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
640,311762,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
641,311751,,Ancestor skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
642,311752,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
643,311754,,Ancestor skull,Skull,"Human skull, clay, seeds, fiber sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
644,311758,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
645,311761,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
646,311753,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
647,311779,,Dagger,Dagger,"Cassowary bone, fiber, seeds",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
648,311777,,Dagger,Dagger,"Crocodile jawbone, cassowary feathers, cassowary quills, fiber, seeds",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
649,311781,,Dagger,Dagger,"Cassowary bone, casowary feathers, cassowary claw, fiber, seeds",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
650,311782,,Nose Ornament,Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
651,311778,,Dagger,Dagger,"Crocodile jawbone, cassowary feathers, cassowary quills, fiber, seeds",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
652,311775,,Dagger,Dagger,"Cassowary bone, fiber, feathers, cloth, seeds, paint",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
653,311783,,Nose Ornament,Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
654,311780,,Dagger,Dagger,"Cassowary bone, casowary feathers, fiber, seeds",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
655,311784,,Nose Ornament,Nose ornament,Pig bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
656,311818,,Arm Band,Arm band,"Pig tusks, fiber",Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
657,311760,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, feathers",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
658,311776,,Dagger,Dagger,"Cassowary bone, fiber, seeds, paint",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Asmat people,,mid-20th century,1
659,312136,,Bwami Miniature Billhook,Miniature knife,Bone,Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Lega peoples,,19th–20th century,1
660,310999,,Figurine: Female (Bwami),Female figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Lega peoples,,19th–20th century,1
661,311025,,Horn: Figurative Finial,Horn,Ivory,Bone/Ivory-Musical Instruments,The Michael C. Rockefeller Wing,Fang peoples,,19th–20th century,1
662,311010,,Head (Bwami),Head figure,"Ivory, cowrie shells",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Lega peoples,,19th–20th century,1
663,310967,,Horn,Horn,"Horn, leather, metal",Bone/Ivory-Musical Instruments,The Michael C. Rockefeller Wing,Sudan,,19th–20th century,1
664,311186,,Dagger,Dagger,"Bone, fiber",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Iatmul people,,late 19th–early 20th century,1
665,311251,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
666,311250,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, feathers, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
667,311252,,Ancestor Skull,Skull,"Human skull, clay, seeds, fiber, sago palm leaves",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Asmat people,,early to mid-20th century,1
668,311046,,Bwami Figure,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,"Lega peoples, Nginga group",,19th–20th century,1
669,310670,https://images.metmuseum.org/CRDImages/ao/web-large/vs1978_412_225.jpg,Engraved Ivory Tusk,Tusk,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1880–90,1
670,310669,,Engraved Tusk,Tusk,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1880–1905 (?),1
671,310582,https://images.metmuseum.org/CRDImages/ao/web-large/vs1978_412_130.jpg,Button,Button,Ivory (walrus),Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Old Bering Sea,,3rd–4th century,1
672,310584,https://images.metmuseum.org/CRDImages/ao/web-large/1978.412.132.jpg,Harpoon Head,Harpoon head,Ivory (walrus),Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Old Bering Sea,,3rd–4th century (?),1
673,309435,,Ivory Frog,Figure,"Ivory, pigment",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Pacific Northwest coast,,20th century,1
674,309449,https://images.metmuseum.org/CRDImages/ao/web-large/69.101.4.jpg,Water Bird,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
675,309452,https://images.metmuseum.org/CRDImages/ao/web-large/vs69_101_7.jpg,Walrus Ivory Animal,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
676,309451,https://images.metmuseum.org/CRDImages/ao/web-large/vs69_101_6.jpg,Walrus Ivory Animal with Long Snout,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
677,309450,https://images.metmuseum.org/CRDImages/ao/web-large/69.101.5.jpg,Water Bird,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
678,310066,,Scepter: Male Figure,Scepter,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Kongo peoples,,19th–20th century,1
679,309915,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
680,309916,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
681,309912,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
682,309913,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
683,309919,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
684,309926,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
685,309923,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
686,309932,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
687,309929,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
688,309931,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
689,309928,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
690,309921,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
691,309925,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
692,309924,,Dagger,Dagger,"Cassowary bone, pigment",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Kwanga people,,late 19th–early 20th century,1
693,309582,,Engraved Walrus Ivory Tusk,Tusk,"Ivory (walrus), stone, ink",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1953,1
694,309564,,Stone Male in Parka with Harpoon,Figure,"Stone, ivory, rawhide, pigment",Stone-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1949,1
695,309550,https://images.metmuseum.org/CRDImages/ao/web-large/vs69_101_1.jpg,Water Bird,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
696,309591,,Child's Snow Goggles,Goggles,"Antler, pigment, sinew",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Inuit,,ca. 1900,1
697,309551,https://images.metmuseum.org/CRDImages/ao/web-large/vs69_101_2.jpg,Loon,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
698,309568,,Antler Horn Group Carving,Figure group,"Horn (antler), ink (?)",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1967,1
699,309570,,Ivory Walrus,Figure,"Ivory, ink",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1950,1
700,309584,,Three Ivory Owls on Base,Figure group,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1952,1
701,309577,,Sea Goddess,Figure,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
702,309579,,Caribou Antler Horn Seal,Figure,"Horn (Caribou antler), ink",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1952,1
703,309599,,Whalebone Owl,Figure,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1960,1
704,309595,,Whalebone Figure in Parka,Figure,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1966,1
705,309566,,Antler Horn Carving of Caribou,Figure,Horn (antler),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1951,1
706,309565,,Seagull with Fish,Figure,"Ivory (walrus), pigment",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1951,1
707,309635,,Ivory Snowy Owl,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
708,309636,,Ivory Seal,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
709,309637,,Ivory Whale,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Alutiiq,,20th century,1
710,309632,,Walrus Ivory Loon,Figure,"Ivory (walrus), ink",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1900,1
711,309609,,Ivory Dog,Figure,"Ivory, paint",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1951,1
712,309620,,Whalebone Half-torso Figure,Figure,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,ca. 1955,1
713,309607,,Stone Bear,Figure,"Stone, ivory",Stone-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1950,1
714,309610,,Stone Mother and Child Figure,Figure,"Stone, ivory",Stone-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1949,1
715,309619,,Wrestling Puppets,Puppet,"Horn (antler), leather sinew",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1967,1
716,309626,,Six Small Ivory Ducks,Figures,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1962,1
717,309631,,Ivory Halibut,Figure,"Ivory, pigment",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1958,1
718,309639,,Ivory Seal,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
719,309602,,Whalebone Mother and Child Figure,Figure,"Whalebone, ivory",Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,20th century,1
720,309552,https://images.metmuseum.org/CRDImages/ao/web-large/vs69_101_3.jpg,Loon,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,10th–16th century,1
721,309638,,Whale,Figure,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Alutiiq,,20th century,1
722,312731,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.522_a.jpg,Whale,Figure,Ivory (walrus),Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Inuit,,1830–60,1
723,313336,https://images.metmuseum.org/CRDImages/ao/web-large/vs1979_206_1144.jpg,Handle (?),Tube,Bone,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Maya,,6th–9th century,1
724,313321,,Drumstick,Drumstick,"Ivory, bristle",Bone/Ivory-Musical Instruments,The Michael C. Rockefeller Wing,Inuit,,19th–20th century,1
725,315886,,Staff: Head (Edan Ogboni),Staff,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Yoruba peoples,,19th–20th century,1
726,315885,,Staff: Head (Edan Ogboni),Staff,Ivory,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Yoruba peoples,,19th–20th century,1
727,316035,,Dagger (Kris),Dagger,"Metal, wood, ivory",Metal-Implements,The Michael C. Rockefeller Wing,Javanese,,19th–early 20th century,1
728,316153,,Container,Container,"Ivory, wood, bone",Bone/Ivory-Containers,The Michael C. Rockefeller Wing,Toba Batak people,,late 19th–early 20th century,1
729,319465,https://images.metmuseum.org/CRDImages/ao/web-large/vs2003.586a.jpg,Finial,Finial,Bone,Bone/Ivory-Sculpture,The Michael C. Rockefeller Wing,Tairona,,1000–1600,1
730,312951,,Knife,Knife,"Ivory, metal (lead alloy)",Bone/Ivory-Implements,The Michael C. Rockefeller Wing,Inuit,,20th century,1
731,313567,https://images.metmuseum.org/CRDImages/ao/web-large/1980.34.23_b.jpg,Figure,Figure,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Tolita-Tumaco,,1st–5th century,1
732,313566,https://images.metmuseum.org/CRDImages/ao/web-large/DP101925.jpg,Spotted Feline,Figure,Bone,Bone/Ivory-Ornaments,The Michael C. Rockefeller Wing,Tolita-Tumaco,,1st century B.C.–A.D. 4th century,1
